key,tier,displayName,trials,matchedNames,roles,pageStructuralAnchor,confirmedByUniiOrInchikey,reason
HOLD:existing:abarelix,1,Abarelix,3,Abarelix; Plenaxis,intervention,unii:W486SJ5824; inchikey:AIWRTTMUVOZGPW-HSPKUQOVSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:alclometasone,2,Alclometasone,2,Alclometasone cream; Alclometasone dipropionate cream,intervention,unii:136H45TB7B; inchikey:DJHCCTTVDRAMEH-DUUJBDRPSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:anhydrous-citric-acid,2,Anhydrous Citric Acid,13,"900mg (Sucanate (98% w/w), Citric Acid (2% w/w); Citric Acid; Citric acid; Potassium Citrate and Citric Acid Oral Solution; citric acid",intervention; otherName,unii:2968PHW8QP; inchikey:KRKNYBCHXYNGOX-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:arimoclomol,2,Arimoclomol,11,Arimoclomol; arimoclomol,intervention,unii:EUT3557RT5; inchikey:SGEIEGAXKLMUIZ-XUVDNFPMSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:beclomethasone,2,Beclometasone,64,BECONASE AQ®; Beclometasone; Beclomethasone; Beclomethasone (BDP); Beclomethasone (Clenil),intervention; otherName; stored,unii:KGZ1SLC28Z; inchikey:KUVIULQEHSCUHY-XYWKZLDCSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:ceftobiprole-medocaril,2,Ceftobiprole Medocaril,12,Ceftobiprole Medocaril; Ceftobiprole medocaril; ceftobiprole medocaril,intervention,unii:N99027V28J; inchikey:HFTSMHTWUFCYMJ-FDNJTQOMSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:cisapride,1,Cisapride,4,Cisapride,intervention,unii:UVL329170W; inchikey:DCSUBABJRXZOMT-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:clobetasol,1,Clobetasol,44,Clobetasol; Clobetasol Ointment; Clobetasol Propionate; Clobetasol cream; Clobetasol propionate,intervention; otherName,unii:ADN79D536H; inchikey:CBGUOGMQLZIXBE-XGQKBEPLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:cortisone,1,Cortisone,25,Cortisone; Cortisone Injection; Cortisone acetate; Cortisone injection; cortisone,intervention; otherName,unii:V27W9254FZ; inchikey:ITRJWOMZKQRYTA-RFZYENFJSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:dextroamphetamine-saccharate,1,Dextroamphetamine Saccharate,15,Adderall; Adderall 10Mg Tablet; Adderall capsule; MYDAYIS,intervention; otherName,unii:G83415V073; inchikey:KWTSXDURSIMDCE-QMMMGPOBSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:dolasetron,2,Dolasetron,8,Dolasetron; Dolasetron Mesylate; Dolasetron mesylate; Dolasetron mesylate injection; dolasetron,intervention,unii:82WI2L7Q6E; inchikey:UKTAZPQNNNJVKR-KJGYPYNMSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:fludarabine,2,Fludarabine,1549,FLUDARABINE; FLUDARA®; Fludara; Fludara;; Fludarabine,intervention; otherName,unii:P2K93U8740; inchikey:GIUYCYHIANZCFB-FJFJXFQQSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:fludrocortisone,2,Fludrocortisone,43,Florinef; Fludrocortisone; Fludrocortisone 100 μg; Fludrocortisone Acetate; Fludrocortisone Acetate 0.1 MG,intervention; otherName,unii:U0476M545B; inchikey:SYWHXTATXSMDSB-GSLJADNHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:fluphenazine,2,Fluphenazine,8,Fluphenazine; Fluphenazine HCl; fluphenazine hydrochloride,intervention; otherName,unii:S79426A41Z; inchikey:LRWSFOSWNAQHHW-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:halobetasol,1,Halobetasol,10,Bryhali; Halobetasol; Halobetasol Propionate; Ultravate; Ultravate Cream,intervention; otherName,unii:9P6159HM7T; inchikey:BDSYKGHYMJNPAB-LICBFIPMSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:iobenguane-i-131,1,Iobenguane I-131,17,Azedra; Azedra®; Iobenguane I 131; Iobenguane I-131; iobenguane I 131,intervention; otherName,unii:Q461L7AK4R; inchikey:PDWUPXJEEYOOTR-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:iobenguane-sulfate-i-123,2,Iobenguane Sulfate I-123,9,AdreView; AdreView (Iobenguane I 123 Injection); AdreView™; Adreview; Iobenguane I -123 Injection,intervention; otherName,unii:P2TH1XYZ84; inchikey:PDWUPXJEEYOOTR-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:iobenguane-sulfate-i-131,1,Iobenguane Sulfate I-131,17,Azedra; Azedra®; Iobenguane I 131; Iobenguane I-131; iobenguane I 131,intervention; otherName,unii:Q461L7AK4R; inchikey:PDWUPXJEEYOOTR-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:lactitol,2,Lactitol,2,Lactitol; Lactitol Monohydrate,intervention,unii:L2B0WJF7ZY; inchikey:JCQLYHFGKNRPGE-FCVZTGTOSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:lefamulin,2,Lefamulin,7,BC-3781; Lefamulin; lefamulin,intervention,unii:21904A5386; inchikey:KPVIXBKIJXZQJX-FCEONZPQSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:magnesium-trisilicate,2,Magnesium Trisilicate,3,Gaviscon,intervention; otherName,unii:C2E1CI501T; inchikey:GXGAKHNRMVGRPK-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:megestrol,1,Megestrol,74,MEGESTROL; Megace; Megace 800mg/20ml; Megace ES; Megestrol,intervention; otherName,unii:EA6LD1M70M; inchikey:RQZAXGRLVPAYTJ-GQFGMJRRSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:methylphenidate,1,Methylphenidate,363,CONCERTA (OROS methylphenidate hydrochloride); Concerta; Concerta (methylphenidate); Concerta®; Daytrana,intervention; otherName,unii:207ZZ9QZ49; inchikey:DUGOZIWVEXMGBE-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:nafarelin,1,Nafarelin,4,Nafarelin; Synarel,intervention; otherName,unii:1X0094V6JV; inchikey:PPXLVGBVOZLEIW-ITQXDASVSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:oxogestone,2,Oxogestone,1,Moonstone,intervention,unii:A98264FU0C; inchikey:LHPBUFXEIOLURH-GQZONRFDSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:plicamycin,1,Plicamycin,2,Mithracin; Plicamycin,otherName,unii:NIJ123W41V; inchikey:XDKMHMINQXATOR-RCFLUEAHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:potassium-citrate,2,Potassium Citrate,20,"900mg (Sucanate (98% w/w), Citric Acid (2% w/w); Citric Acid; Citric acid; Extended Release Capsule; Potassium Citrate Extended Release Oral Tablet",intervention; otherName,unii:EE90ONI6FF; inchikey:QEEAPRPFLLJWCF-UHFFFAOYSA-K,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:pregnenolone,3,Pregnenolone,33,Pregnenolone; Pregnenolone (PREG); Pregnenolone 175mg; Pregnenolone 250 mg; Pregnenolone 500 mg,intervention,unii:73R90F7MQ8; inchikey:OZZAYJQNMKMUSD-DMISRAGPSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:urea-c-13,1,Urea C-13,1,Urea C-13,otherName,unii:W6KX9E6D8X; inchikey:XSQUKJJJFZCRTK-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:vincristine,2,Vincristine,913,-vincristine; Oncovin; Oncovin(R) (vincristine); Oncovin®; Vincristine,intervention; otherName,unii:5J49Q6B70F; inchikey:OGWKCGZFUXNPDA-XQKSVPLYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
HOLD:existing:voxilaprevir,2,Voxilaprevir,22,GS-9857; Vosevi; Vosevi ®; Vosevi®; Voxilaprevir,intervention; otherName,unii:0570F37359; inchikey:MKDALIOACIEUJM-XCFCBFDASA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:000705ZASD,3,Adecatumumab,4,Adecatumumab; MT-201,intervention,unii:000705ZASD,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:001L2FE0M3,1,Alvespimycin,7,Alvespimycin; alvespimycin hydrochloride,intervention,unii:001L2FE0M3; inchikey:KUFRQPKVAWMTJO-LMZWQJSESA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:003N66TS6T,2,Rasagiline,60,1.0 mg rasagiline mesylate; AZILECT®; Azilect; Azilect 1mg; Rasagiline,intervention; otherName; stored,unii:003N66TS6T; inchikey:RUOKEQAAGRXIBM-GFCCVEGCSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:004F72P8F4,2,Bethanechol,7,Bethanechol; Bethanechol (100 mg); bethanechol chloride,intervention; stored,unii:004F72P8F4; inchikey:NZUPCNDJBJXXRF-UHFFFAOYSA-O,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00543AP1JV,2,Delphinium Staphisagria Seed,1,STAPHYSAGRIA,otherName,unii:00543AP1JV,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:005990WHZZ,2,Deoxycholic acid,40,ATX-101; ATX-101 (1 mg/cm^2); ATX-101 (10 mg/ml); DWJ211; Deoxycholic Acid,intervention; otherName,unii:005990WHZZ; inchikey:KXGVEGMKQFWNSR-LLQZFEROSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00A64ZX8NB,3,FLORASULAM,6,PRIMUS; Primus,intervention; otherName,unii:00A64ZX8NB; inchikey:QZXATCCPQKOEIH-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00DPD30SOY,2,Amsacrine,8,Amsacrine; amsacrine,intervention,unii:00DPD30SOY; inchikey:XCPGHVQEEXUHNC-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00IF91KFKQ,3,Crocus Sativus Flower,6,Saffron Extract; Saffron extract; Saffron extract (Crocus sativus); Saffron extract capsule,stored,unii:00IF91KFKQ,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00NT1ETN9K,3,TRPH-222,1,TRPH-222,intervention,unii:00NT1ETN9K,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00OF00QZC4,3,Sibofimloc,2,EB8018 (First-in-class FimH blocker); Sibofimloc,intervention; otherName,unii:00OF00QZC4; inchikey:SFHMWDMKUYVSQJ-VECBPBMLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00OLE78529,3,Belnacasan,3,Belnacasan; VX-765,intervention,unii:00OLE78529; inchikey:SJDDOCKBXFJEJB-MOKWFATOSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00OT1QX5U4,2,POTASSIUM PERMANGANATE,2,POTASSIUM PERMANGANATE; Potassium permanganate,intervention,unii:00OT1QX5U4,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00S0D0OEKR,3,Itasetron,1,Itasetron tablet,intervention,unii:00S0D0OEKR; inchikey:RWXRJSRJIITQAK-ZSBIGDGJSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00UK7646FG,1,Capsicum,76,Capsaicin; Capsaicin (Intramucosal Injection); Capsaicin cream; Capsaicin solution; Oral capsaicin,intervention; otherName; stored,unii:00UK7646FG,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00X6I56YXR,3,CDX-3379,1,CDX-3379 (ERBB3 antibody),intervention,unii:00X6I56YXR,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:00Y6A5AJU6,2,Sofpironium,3,BBI-4000,intervention; otherName,unii:00Y6A5AJU6; inchikey:SEVCTUCCZYBJER-BSJAROSPSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:0111871I23,3,Huperzine-A,16,Huperzine A; Huperzine A (Huperzia serrata); Huperzine A 0.4 mg; Huperzine A Injection; Huperzine A Oral Solution,intervention; otherName,unii:0111871I23; inchikey:ZRJBHWIHUMBLCN-YQEJDHNASA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:0125DUV5XC,3,Varlilumab,9,CDX 1127; CDX-1127; Varlilumab,intervention; otherName,unii:0125DUV5XC,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01343Q8EL8,3,ANISODAMINE,4,Anisodamine; Anisodamine hydrobromide; anisodamine,intervention; otherName,unii:01343Q8EL8; inchikey:WTQYWNWRJNXDEG-RBZJEDDUSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:013TE6E4WV,2,Ledipasvir,93,GS-5885; GS-5885 tablet; HARVONI; HARVONI®; Harvoni,intervention; otherName,unii:013TE6E4WV; inchikey:VRTWBAAJJOHBQU-KMWAZVGDSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:0151W500HP,3,TMC 310911,1,TMC310911 300 mg,intervention,unii:0151W500HP; inchikey:JQUNFHFWXCXPRK-AMMMHQJVSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01800C6E6B,2,Dieffenbachia Seguine,10,Oral tobacco; Tobacco; tobacco,intervention; otherName,unii:01800C6E6B,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:0199MV609F,2,Gadoteridol,13,Gadoteridol; Gadoteridol (ProHance); ProHance; Prohance (Gadoteridol); gadoteridol,intervention; otherName,unii:0199MV609F,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01G73H6H83,2,Hops,2,HOPS; hops,otherName,unii:01G73H6H83,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01K63SUP8D,2,Fluoxetine,224,FLUOXETINE; Fluoxetine; Fluoxetine (Liquid Prozac); Fluoxetine (Prozac); Fluoxetine (drug),intervention; otherName,unii:I9W7N6B1KJ; inchikey:RTHCYVBBDHJXIQ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01KC87F8FE,3,6-O-BENZYLGUANINE,3,6-O-BENZYLGUANINE; 6-O-Benzylguanine,otherName,unii:01KC87F8FE; inchikey:KRWMERLEINMZFT-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01MI4Q9DI3,2,Pilocarpine,40,Isopto® Carpine; Pilocarpine; Pilocarpine HCl; Pilocarpine HCl Ophthalmic Solution; Pilocarpine Hydrochloride,intervention; otherName; stored,unii:01MI4Q9DI3; inchikey:QCHFTSOMWOSFHM-WPRPVWTQSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01O4K0631N,3,Veliparib,93,"Veliparib; Veliparib (ABT-888); Veliparib, capsule; veliparib; veliparib (ABT-888)",intervention; otherName,unii:01O4K0631N; inchikey:JNAHVYVRKWKWKQ-CYBMUJFWSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01OUW6MA4L,2,HYLAN G-F 20,22,Hylan G-F 20; Hylan G-F 20 (GZ402662/SAR402662); Hylan G-F 20 (Synvisc One); hylan G-F 20,intervention; otherName,unii:01OUW6MA4L,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01Q9PC255D,2,Ammonium Chloride,4,Ammonia Inhalant; Ammonium Chloride; Ammonium chloride,intervention,unii:01Q9PC255D; inchikey:NLXLAEXVIDQMFP-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01SJA33642,2,Zirconium Sulfate,1,Zirconium (Zirconium Genesis II),intervention,unii:01SJA33642; inchikey:ZXAUZSQITFJWPS-UHFFFAOYSA-J,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01YAE03M7J,2,Betacarotene,1,Betacarotene,intervention,unii:01YAE03M7J; inchikey:OENHQHLEOONYIE-JLTXGRSLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:01ZG3TPX31,2,Bupropion,259,"Aplenzin; Bupropion; Bupropion (20 mg, N06AX12); Bupropion (Zyban); Bupropion (drug)",intervention; otherName,unii:ZG7E5POY8O; inchikey:SNPPWIUOZRMYNY-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:020IUV4N33,1,Phosphocreatine,131,Creatine; Creatine Hydrochloride; Creatine Monohydrate; Creatine monohydrate; Phosphocreatine,intervention; otherName,unii:020IUV4N33; inchikey:DRBBFCLWYRJSJZ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
