key,printed_name,reason,evidence
K1:0JTX26L7CL,Jacaranda Caroba Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0JXZ63016V,Coltsfoot,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0K0S2P98ZJ,Streptococcus Pneumoniae Type 7f Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0K803ZTV5N,Suaeda Maritima Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0K96FZ8ZI2,Heimia Salicifolia Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0KD7R09EAS,Prunus Cerasifera Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0KZ676D44N,Candida Parapsilosis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0L1F17908Q,Ciltacabtagene Autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0LFT87M341,Plasmodium Knowlesi,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0LMC25OLZY,Eupatorium Perfoliatum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0LVY784C09,Poliovirus Type 1 Antigen (FORMALDEHYDE INACTIVATED),"material, not a medicine",GSRS substance class structurallyDiverse
K1:0M6MOQ3BOU,Rickettsia Akari,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0MF1EI01KJ,Angelica Pubescens Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0MGE63QPFJ,Populus Nigra Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0MT70OWS53,Aspidosperma Quebracho-Blanco Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0MVO31Q3QS,Cranberry,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0N0F73S1JO,Arctostaphylos Tomentosa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0N3Z1P4B2W,Pleospora Herbarum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0N8672707O,Corn,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0O005HD2J8,Bos Taurus Ligament,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0O0H79JKAY,Oxytropis Lambertii Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0OO9PG91FF,Capers,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0OOS09O1FH,Nadofaragene firadenovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0ORO6NCA4M,Vipera Berus Venom,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0P067WOA1X,Panax Quinquefolius Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0P46LFE4VC,Phleum Pratense,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0P49L952WZ,Andrographis Paniculata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0P5G9CD0Z7,Alnus Glutinosa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0P6ERS26LL,Syzygium Aromaticum Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0PMA62ZZ6X,Rosa Luciae Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0Q3R71D98M,Kokam,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0Q8K841432,Jasmine,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0R4AQI398X,Rye,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0R715588D2,Juniperus Sabina Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0RT0F1AT47,Elaeagnus Angustifolia Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0S9A4XK1WT,Dabocemagene autoficel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0SLJ2C1IHA,Bos Taurus Urinary Bladder,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0SVP95L23G,Rubia Tinctorum Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0T0DQN8786,Thuja Occidentalis Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0TUP42692Z,Corydalis Yanhusuo Tuber,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0TVP714IPW,Quercus Acutissima Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0U790UB32K,Citrus Sinensis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0UE22Q87VC,Apple Cider Vinegar,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0UNK9RZQ7X,Lingonberry,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0UQK6O82OW,Artemisia Annua Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0UVP9AC86N,Liatris Spicata Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0V3J4YEX2W,Ustilago Cynodontis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0V564J05CA,Camellia Chekiangoleosa Seed Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0VLM3TE44K,Vespula Vulgaris Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0VYG5PVN5Q,Eutrochium Purpureum Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0W913N2K5N,Ailanthus Altissima Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0W9O574LE8,Bromus Ramosus Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0X8Q245Y7B,Chicken,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0XH1TH76XZ,American Chestnut,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0Y3L4J38H1,Kale,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0ZK6G3W3BI,Xanthium Strumarium Var. Canadense Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:0ZQ1D2FDLI,Billygoat Plum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:101I4J0U34,Witch Hazel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:104010O5VU,Angostura Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:10464S0TAA,Teucrium Marum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1085871XJA,Pine Nut,"material, not a medicine",GSRS substance class structurallyDiverse
K1:10AX0OV0LC,Bartonella Clarridgeiae DNA,"material, not a medicine",GSRS substance class structurallyDiverse
K1:10T15Y9F0M,Astragalus Gummifer Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:10TCS27K2T,Prunus Armeniaca Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:112YH1ZMX2,Lima Bean,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1162N20M3O,Lupinus Elegans Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1178E5679M,Dianthus Superbus Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:118OYG6W3H,Sus Scrofa Umbilical Cord,"material, not a medicine",GSRS substance class structurallyDiverse
K1:11982A05XX,Taraxacum Sinicum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:11B89M58UN,Amaryllis Belladonna Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:11E6VI8VEG,Phytolacca Americana Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:11I0GD34ZJ,Draba Verna Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:11JCK302I4,Canis Lupus Familiaris Dander,"material, not a medicine",GSRS substance class structurallyDiverse
K1:11R319D14O,Millettia Pinnata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:11T9HCO30O,Proteus Vulgaris,"material, not a medicine",GSRS substance class structurallyDiverse
K1:123C43G128,Zedoary,"material, not a medicine",GSRS substance class structurallyDiverse
K1:123T84GFBH,Melilotus Albus Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:128UH9LOAE,Broccoli Sprout,"material, not a medicine",GSRS substance class structurallyDiverse
K1:12958C0BR3,Thuja Occidentalis Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:12F08874Y7,Citrus Paradisi Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:12M71ST1GZ,Secale Cereale Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:12MCS4H09N,Quince,"material, not a medicine",GSRS substance class structurallyDiverse
K1:12SEC09GR1,Bos Taurus Tonsil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:12ZC3K09X7#tuna,Yellowfin Tuna,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1314JZ2X6W,Influenza B Virus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1341ZC68MK,Mentha Suaveolens Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:137PC46F89,Epimedium Grandiflorum Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:13811K7P3X,"Casein, Emmental Cultured","material, not a medicine",GSRS substance class structurallyDiverse
K1:138LUT2DWV,Cauliflower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:138TJ2U1SD,Issatchenkia Orientalis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:13H90KC831,VIAGENPUMATUCEL-L,"material, not a medicine",GSRS substance class structurallyDiverse
K1:13KFG30UBR,Iva Axillaris Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:13TE483N5I,Wine,"material, not a medicine",GSRS substance class structurallyDiverse
K1:147AL91LPR,Ilex Aquifolium Fruiting Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:14BZI1Z096,Ranunculus Glacialis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:14ZY3JP7M6,Helicobacter Pylori DNA,"material, not a medicine",GSRS substance class structurallyDiverse
K1:151F45R21P,Parthenium Hysterophorus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:15430747KF,Streptomyces Fradiae,"material, not a medicine",GSRS substance class structurallyDiverse
K1:154QC2322L,Betula Pubescens Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1564HD0N96,Felis Catus Hair,"material, not a medicine",GSRS substance class structurallyDiverse
K1:15E04LZ9CT,Enterococcus Faecalis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:15E7C67EE8,Laminaria Digitata,"material, not a medicine",GSRS substance class structurallyDiverse
K1:15L060HV8H,Juniperus Osteosperma Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:15V0BLB71G,Apium Graveolens Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:15W490729X,Prevotella Intermedia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:15W81V867R,Rhodotorula Rubra,"material, not a medicine",GSRS substance class structurallyDiverse
K1:15XI414745,Anser Anser Feather,"material, not a medicine",GSRS substance class structurallyDiverse
K1:168S4EO8YJ,Ascophyllum Nodosum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:16902YVY2B,Podophyllum Resin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1693AM5SBN,Danshen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:16D08B0B9N,Erigeron Canadensis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:16I9IX46F2,Human Herpesvirus 8,"material, not a medicine",GSRS substance class structurallyDiverse
K1:16M9MK8C4W,Capra Hircus Hair,"material, not a medicine",GSRS substance class structurallyDiverse
K1:16Z04YR6FK,Citrobacter Freundii,"material, not a medicine",GSRS substance class structurallyDiverse
K1:175F461W10,Cynodon Dactylon Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:17A930VR0G,Adonis Vernalis Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:17B4I9SE7R,Calotropis Gigantea,"material, not a medicine",GSRS substance class structurallyDiverse
K1:17Q05812N1,Pinus Nigra Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:17RH99LQ7G,Mucor Racemosus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:181JI0338P,Ruta Graveolens Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1824QUA0U3,Fraxinus Excelsior Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1842H27PGA,Pheretima Aspergillum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:18E7415PXQ,Calendula Officinalis Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:18J93016IT,Betula Pendula Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:18X4G0SE73,Melia Azedarach Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:190Q9MB3U3,Bos Taurus Spleen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:192426I5JU,Erythranthe Guttata Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1948X6KEG3,Babesia Microti,"material, not a medicine",GSRS substance class structurallyDiverse
K1:197B3Q7T5Q,Veratrum Viride Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:19988ORO24,Field Mushroom,"material, not a medicine",GSRS substance class structurallyDiverse
K1:199I7J3JIV,Trichophyton Mentagrophytes,"material, not a medicine",GSRS substance class structurallyDiverse
K1:19AH1RAF4M,Lavandula Angustifolia Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:19FUJ2C58T,Ginkgo,"material, not a medicine",GSRS substance class structurallyDiverse
K1:19GWB0JENH,Prunus Persica Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:19MU22KQ26,Picrorhiza Kurroa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:19Q34QZ03Z,Populus Trichocarpa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:19RAD88E6O,Thuja Occidentalis Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:1A0769Q0NA,Rhopalurus Princeps Venom,"material, not a medicine",GSRS substance class structurallyDiverse
